5,"SELECT TOP # oiii_#_reqw_err as oir, h_beta_reqw_err as hbr, nii_#_reqw_err as nir, h_alpha_reqw_err as har, specObjID FROM galSpecLine as p"
2019-04-04 16:30:00,1
2019-04-04 16:32:00,1
2019-04-04 16:42:00,2
2019-04-18 15:26:00,1
