6,"SELECT ALL p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field, pz.z as redshift, pz.zerr as redshift_err FROM PhotoObj AS p JOIN Photoz as pz on pz.objID = p.objid WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND #"
2019-07-01 23:04:00,2
2019-07-01 23:06:00,1
2019-07-01 23:08:00,1
2019-07-01 23:11:00,1
2019-07-01 23:12:00,1
