4,"SELECT DISTINCT p.ra, p.dec, p.type FROM PhotoObjAll AS p WHERE (p.run = # AND p.camcol = # AND p.field = # AND p.rerun = #)"
2019-01-31 14:07:00,1
2019-02-07 02:26:00,1
2019-02-13 09:19:00,1
2019-12-10 14:37:00,1
