8,"SELECT STR (z, #, #) z, ra, dec FROM specObj WHERE Class = # AND dec BETWEEN # AND # AND ra BETWEEN # AND # AND z BETWEEN # AND #"
2019-12-08 22:55:00,1
2019-12-08 22:56:00,1
2019-12-08 22:57:00,1
2019-12-09 02:08:00,1
2019-12-09 02:17:00,1
2019-12-09 02:18:00,1
2019-12-09 02:27:00,1
2019-12-20 02:00:00,1
