6,"select top # objid, modelmag_u, modelmag_g, modelmag_r, modelmag_i, modelmag_z, z from SpecPhoto"
2019-01-17 09:25:00,1
2019-01-17 09:26:00,1
2019-05-07 11:57:00,2
2019-06-20 17:03:00,1
2019-06-20 17:27:00,1
