7,SELECT * FROM sdss1#gal_extras
2019-08-08 06:25:00,1
2019-08-08 06:26:00,1
2019-08-08 06:35:00,1
2019-08-08 06:37:00,1
2019-08-08 10:03:00,2
2019-08-08 10:22:00,1
