6,select top # * from [Standard_Spiral_Spec_z]
2019-06-21 12:00:00,1
2019-06-24 15:12:00,1
2019-06-24 16:04:00,1
2019-06-26 10:55:00,1
2019-07-11 09:20:00,1
2019-09-16 12:14:00,1
