33,"SELECT u.up_col0 as [col0], # + cast (x.objId as varchar (#) ) + #+ cast (x.objId as varchar (#) ) + # as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoTypeN (p.type) as type, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #x x, #upload u, PhotoTag p WHERE u.up_id = x.up_id and x.objID = p.objID ORDER BY x.up_id"
2019-01-20 14:13:00,2
2019-01-20 14:14:00,3
2019-01-20 14:27:00,1
2019-01-20 16:22:00,1
2019-01-30 23:42:00,1
2019-01-30 23:43:00,1
2019-02-11 20:01:00,1
2019-02-25 07:05:00,1
2019-03-02 19:31:00,1
2019-03-04 03:08:00,1
2019-03-04 03:09:00,1
2019-03-04 03:58:00,1
2019-03-04 04:10:00,1
2019-03-04 05:40:00,1
2019-03-06 17:00:00,1
2019-03-06 17:07:00,1
2019-04-08 09:05:00,1
2019-04-16 14:09:00,1
2019-04-17 05:47:00,1
2019-06-18 06:21:00,1
2019-06-19 19:58:00,1
2019-07-09 16:49:00,1
2019-07-09 16:50:00,1
2019-07-29 11:42:00,1
2019-07-29 11:49:00,1
2019-07-30 18:06:00,1
2019-09-01 03:51:00,1
2019-09-29 20:09:00,1
2019-11-11 19:23:00,1
2019-11-27 07:13:00,1
