14,SELECT * FROM MyFirstTable
2019-02-19 07:23:00,2
2019-04-26 03:36:00,2
2019-06-05 11:58:00,1
2019-07-09 06:51:00,2
2019-08-29 07:31:00,1
2019-09-17 18:53:00,1
2019-10-15 00:59:00,1
2019-10-25 09:49:00,1
2019-10-29 07:04:00,1
2019-11-18 02:50:00,1
2019-11-18 02:51:00,1
