21,select * from query_NRGb1#
2019-01-18 09:55:00,2
2019-01-18 09:57:00,2
2019-01-18 09:58:00,1
2019-01-18 09:59:00,3
2019-01-18 10:00:00,2
2019-01-18 10:01:00,4
2019-01-18 10:02:00,3
2019-01-18 10:03:00,4
