2,"SELECT TOP # S.ObjID, S.z, #, L2.ew , #, L3.ew FROM SpecPhoto AS S JOIN SpecLine AS L2 ON S.SpecObjID = L2.SpecObjID JOIN SpecLine AS L3 ON S.SpecObjID = L3.SpecObjID WHERE L2.LineId = # and L3.LineID = # and (specclass = # or specclass = #) and S.zconf > .# and S.z < .#"
2019-04-22 18:14:00,1
2019-04-22 18:15:00,1
