2,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM ..SpecObj as s JOIN PhotoObj AS p ON s.bestobjid = p.objid WHERE s.zWarning = # AND p.g < # AND (p.g - p.r) > # AND (p.g - p.r) < #"
2019-10-30 17:35:00,1
2019-10-30 17:49:00,1
