14,"SELECT TOP # # + cast (p.objId as varchar (#) ) +# + cast (p.objId as varchar (#) ) + # as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID AND p.g between # AND # AND p.r between # AND #"
2019-07-18 07:44:00,1
2019-07-18 07:46:00,1
2019-07-18 07:47:00,1
2019-07-18 07:50:00,3
2019-07-18 07:51:00,2
2019-07-18 07:52:00,1
2019-12-03 11:36:00,1
2019-12-03 11:37:00,2
2019-12-03 11:38:00,1
2019-12-19 13:34:00,1
