3,"SELECT TOP # s.bossSpecObjID FROM ..SpecObj as s JOIN dbo.fGetNearbySpecObjEq (#, #, #) AS b ON b.SpecobjID = S.SpecobjID WHERE s.zWarning = #"
2019-03-22 15:00:00,1
2019-07-22 23:54:00,1
2019-12-10 06:14:00,1
