7,select top # * from [gals_specObjIDs_M_ssfr]
2019-07-25 10:00:00,1
2019-07-25 10:04:00,1
2019-07-25 10:09:00,1
2019-07-25 12:16:00,1
2019-07-25 13:24:00,1
2019-07-25 13:25:00,1
2019-07-25 13:28:00,1
