4,"INSERT INTO #upload values (#, NGC5#, #, #) , (#, NGC3#, #, #) , (#, NGC4#, #, #) , (#, M+#-#-#, #, #) , (#, IC1#, #, #) , (#, NGC4#, #, #) , (#, NGC4#, #, #) , (#, NGC1#, #, #) , (#, E5#-G6#, #, #) , (#, E2#-G6#, #, #) , (#, PGC0#, #, #) , (#, NGC4#, #, #) , (#, NGC4#, #, #) , (#, NGC4#, #, #) , (#, PGC0#, #, #) , (#, NGC3#, #, #) , (#, NGC2#, #, #) , (#, NGC2#, #, #) , (#, NGC3#, #, #) , (#, M+#-#-#, #, #) , (#, NGC5#, #, #) , (#, NGC2#, #, #) , (#, NGC5#, #, #) , (#, NGC5#, #, #) , (#, #MASXJ0#+#, #, #) , (#, NGC6#, #, #) , (#, NGC2#, #, #) , (#, NGC4#, #, #) , (#, NGC4#, #, #) , (#, NGC3#, #, #) , (#, E5#-G4#, #, #) , (#, NGC5#, #, #) , (#, UGC3#, #, #) , (#, NGC7#, #, #) , (#, NGC6#, #, #) , (#, NGC4#, #, #) , (#, NGC3#, #, #) , (#, NGC6#, #, #) , (#, NGC3#, #, #) , (#, NGC7#, #, #) , (#, NGC2#, #, #) , (#, NGC7#, #, #) , (#, M-#-#-#, #, #) , (#, UGC1#, #, #) , (#, UGC3#, #, #) , (#, UGC6#, #, #) , (#, M+#-#-#, #, #) , (#, NGC6#, #, #) , (#, NGC2#, #, #) , (#, NGC6#, #, #) , (#, #MASXJ0#-#, #, #) , (#, #MASXJ1#-#, #, #) , (#, SCPJ1#-#, #, #) , (#, EROSJ1#-#, #, #) , (#, #MASSJ1#-#, #, #) , (#, NGC2#, #, #) , (#, NGC6#, #, #) , (#, NGC4#, #, #) , (#, NGC6#, #, #) , (#, NGC9#, #, #) , (#, IC5#, #, #) , (#, NGC4#, #, #) , (#, UGC3#, #, #) , (#, NGC2#, #, #) , (#, NGC2#, #, #) , (#, M+#-#-#, #, #) , (#, NGC2#, #, #) , (#, NGC6#, #, #) , (#, E3#-G3#, #, #) , (#, UGC4#, #, #) , (#, M+#-#-#, #, #) , (#, UGC1#, #, #) , (#, PGC0#, #, #) , (#, E5#-G0#, #, #) , (#, M+#-#-#, #, #) , (#, M+#-#-#, #, #) , (#, NGC3#, #, #) , (#, UGC1#, #, #) , (#, IC1#, #, #) , (#, UGC3#, #, #) , (#, NGC3#, #, #) , (#, M+#-#-#, #, #) , (#, NGC3#, #, #) , (#, NGC3#, #, #) , (#, IC4#, #, #) , (#, UGC1#, #, #) , (#, M-#-#-#, #, #) , (#, M+#-#-#, #, #) , (#, NGC2#, #, #) , (#, UGC1#, #, #) , (#, UGC8#, #, #) , (#, UGC9#, #, #) , (#, UGC1#, #, #) , (#, NGC7#, #, #) , (#, UGC1#, #, #) , (#, UGC1#, #, #) , (#, NGC1#, #, #) , (#, NGC5#, #, #) , (#, NGC1#, #, #) , (#, UGC3#, #, #) , (#, UGC5#, #, #) , (#, PGC0#, #, #) , (#, UGC3#, #, #) , (#, M+#-#-#, #, #) , (#, #MFGC1#, #, #) , (#, CGCG2#-#, #, #) , (#, NGC3#, #, #) , (#, NGC6#, #, #) , (#, NGC4#, #, #) , (#, UGC1#, #, #) , (#, NGC5#, #, #) , (#, NGC6#, #, #) , (#, NGC6#, #, #) , (#, NGC6#, #, #) , (#, NGC5#, #, #) , (#, M+#-#-#, #, #) , (#, NGC7#, #, #) , (#, NGC7#, #, #) , (#, UGC1#, #, #) , (#, #MASXJ0#+#, #, #) , (#, NGC7#, #, #) , (#, NGC1#, #, #) , (#, NGC6#, #, #) , (#, M-#-#-#, #, #) , (#, UGC4#, #, #) , (#, M+#-#-#, #, #) , (#, UGC5#, #, #) , (#, NGC7#B, #, #) , (#, NGC4#, #, #) , (#, CGCG2#-#, #, #) , (#, NGC6#A, #, #) , (#, UGC5#, #, #) , (#, IC5#, #, #) , (#, NGC3#, #, #) , (#, UGC3#, #, #) , (#, NGC3#, #, #) , (#, UGC9#, #, #) , (#, M+#-#-#, #, #) , (#, CGCG4#-#, #, #) , (#, NGC6#, #, #) , (#, #MASXJ1#+#, #, #) , (#, NGC1#, #, #) , (#, M-#-#-#, #, #) , (#, UGC4#, #, #) , (#, M+#-#-#, #, #) , (#, M+#-#-#, #, #) , (#, M-#-#-#, #, #) , (#, M+#-#-#, #, #) , (#, M-#-#-#, #, #) , (#, SDSSJ1#+#, #, #) , (#, M+#-#-#, #, #) , (#, UGC6#, #, #) , (#, NGC5#, #, #) , (#, NGC7#, #, #) , (#, UGC1#, #, #) , (#, NGC6#, #, #) , (#, NGC6#, #, #) , (#, NGC7#, #, #) , (#, M+#-#-#, #, #) , (#, NGC2#, #, #) , (#, NGC2#, #, #) , (#, NGC5#, #, #) , (#, NGC4#, #, #) , (#, NGC4#, #, #) , (#, M-#-#-#, #, #) , (#, SDSSJ2#+#, #, #) , (#, NGC1#, #, #) , (#, M-#-#-#, #, #) , (#, #MASSJ0#+#, #, #) , (#, M+#-#-#, #, #) , (#, #MASXJ0#+#, #, #) , (#, M-#-#-#, #, #) , (#, NGC7#, #, #) , (#, NGC1#, #, #) , (#, NGC3#, #, #) , (#, M-#-#-#, #, #) , (#, UGC4#, #, #) , (#, UGC3#, #, #) , (#, M-#-#-#, #, #) , (#, #MASXJ0#+#, #, #) , (#, M+#-#-#, #, #) , (#, UGC7#, #, #) , (#, NGC4#, #, #) , (#, NGC4#, #, #) , (#, #MASXJ1#+#, #, #) , (#, #MASSJ1#+#, #, #) , (#, NGC3#, #, #) , (#, NGC4#, #, #) , (#, NGC6#, #, #) , (#, NGC5#, #, #) , (#, M+#-#-#, #, #) , (#, #MASSJ1#+#, #, #) , (#, PGC0#, #, #) , (#, UGC6#, #, #) , (#, #MASXJ1#+#, #, #) , (#, U"
2019-06-27 05:11:00,1
2019-06-27 05:13:00,2
2019-06-27 05:14:00,1
