7,select top # * from [Y2a]
2019-05-16 13:34:00,1
2019-05-16 13:48:00,1
2019-05-29 08:20:00,1
2019-05-29 08:45:00,1
2019-05-29 08:51:00,2
2019-05-29 08:56:00,1
