11,"SELECT s.ra, s.dec, s.psfmag_g-s.extinction_g as g, s.psfmag_r-s.extinction_r as r, s.psfmag_i-s.extinction_i as i FROM star as s WHERE s.ra BETWEEN # AND # and s.dec BETWEEN # and # AND CLEAN = # AND s.psfmag_r < #"
2019-02-25 21:26:00,2
2019-02-25 22:09:00,1
2019-02-25 22:13:00,1
2019-02-25 22:14:00,4
2019-02-25 22:15:00,2
2019-02-25 22:59:00,1
