6,"SELECT p.objid, p.ra, p.dec, p.g, p.r, p.run, p.rerun, p.camcol, p.field, s.specobjid, s.class, s.z as redshift, s.plate, s.mjd, s.fiberid FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND #"
2019-08-22 13:56:00,1
2019-08-22 14:09:00,1
2019-08-23 08:42:00,1
2019-08-26 11:56:00,1
2019-08-26 11:58:00,1
2019-08-26 12:00:00,1
