9,"select p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z from photoobj p"
2019-01-14 21:47:00,1
2019-01-14 21:48:00,1
2019-01-14 21:52:00,1
2019-02-08 09:25:00,1
2019-02-08 10:50:00,1
2019-02-08 10:51:00,1
2019-02-08 10:52:00,1
2019-08-30 08:53:00,1
2019-11-14 03:43:00,1
