12,"select name, type, description from DBObjects where type IN () and UPPER (name) like # "
2019-03-14 16:52:00,3
2019-04-22 23:36:00,1
2019-04-25 07:37:00,1
2019-06-26 09:52:00,2
2019-06-26 15:04:00,2
2019-10-08 00:56:00,1
2019-12-15 07:44:00,1
2019-12-16 10:20:00,1
