3,"SELECT t.objID, t.ra, t.dec, t.g, t.type, SQRT (POWER (( (#-t.ra) *cos ((t.dec) * (#/#) )) , #) + (POWER ((#-t.dec) , #) )) as angsep INTO mydb.A2#_fobs FROM dbo.PhotoObjAll as t where SQRT (POWER (( (#-t.ra) *cos ((t.dec) * (#/#) )) , #) + (POWER ((#+t.dec) , #) )) < .# and SQRT (POWER (( (#-t.ra) *cos ((t.dec) * (#/#) )) , #) + (POWER ((#+t.dec) , #) )) > .# and t.g > # and t.g < # and t.type = #"
2019-12-27 16:50:00,1
2019-12-27 16:52:00,1
2019-12-27 17:01:00,1
