18,select * into mydb.test2# from mydb.OpenSN t
2019-03-22 10:04:00,1
2019-03-22 10:05:00,3
2019-03-22 10:10:00,2
2019-03-22 10:11:00,4
2019-03-22 10:12:00,2
2019-03-22 10:36:00,1
2019-03-22 10:37:00,3
2019-03-22 10:38:00,2
