2,"select top # ra, dec, specObjID, bestObjID, z, velDisp, velDispErr from SpecObjAll where velDisp> # and z< # and z> # and velDispErr< # and velDispErr> #"
2019-02-25 08:28:00,1
2019-02-25 08:30:00,1
