19,select top # * from [spectra1]
2019-12-13 04:25:00,1
2019-12-13 04:28:00,1
2019-12-13 04:30:00,1
2019-12-13 06:42:00,1
2019-12-15 10:32:00,1
2019-12-17 00:17:00,1
2019-12-17 00:23:00,4
2019-12-17 00:24:00,1
2019-12-17 00:27:00,1
2019-12-17 00:28:00,1
2019-12-17 00:34:00,1
2019-12-17 00:38:00,1
2019-12-17 00:55:00,1
2019-12-17 01:28:00,1
2019-12-17 01:35:00,1
2019-12-17 01:46:00,1
