7,"SELECT p.objid, galspec.* from PhotoObjAll as p JOIN galSpecExtra AS galspec ON p.specobjid = galspec.specobjid WHERE p.objid = #"
2019-04-09 13:14:00,1
2019-04-09 13:15:00,1
2019-04-09 13:16:00,4
2019-04-09 13:21:00,1
