10,"select p.objid, p.ra, p.dec, p.b, p.l, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.specobjid from photoobj p, specobj s where p.objid = s.bestobjid and (s.class = #) and (p.htmid*# & # < (# * #) )"
2019-10-20 02:19:00,1
2019-10-20 02:44:00,1
2019-10-27 07:50:00,1
2019-10-27 07:52:00,1
2019-10-27 08:29:00,1
2019-11-25 05:46:00,1
2019-11-25 05:48:00,1
2019-11-25 05:50:00,1
2019-11-25 05:51:00,1
2019-11-25 05:53:00,1
