5,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift from photoobj p, specobj s where p.objid = s.bestobjid and (p.u BETWEEN # AND #) and (s.class = #)"
2019-03-26 08:24:00,2
2019-03-26 08:26:00,1
2019-03-26 08:37:00,1
2019-03-26 08:38:00,1
