9,select * from Portfolio.budavari.Portfolios where hash = #
2019-02-07 11:42:00,1
2019-02-07 14:58:00,1
2019-02-07 14:59:00,1
2019-02-07 15:24:00,1
2019-02-07 15:26:00,2
2019-02-07 15:28:00,2
2019-02-07 15:30:00,1
