2,"SELECT TOP # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.specobjid, s.class, s.z as redshift FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra BETWEEN (#-#) AND (#+#) AND s.z BETWEEN # AND # AND p.dec BETWEEN (#-#) AND (#+#)"
2019-02-21 22:48:00,1
2019-02-21 22:49:00,1
