288928,"select p.ra, p.dec, p.type, p.insidemask, p.flags_g, p.flags_i, p.flags_r, p.cModelMag_u, p.cModelMagErr_u, p.cModelMag_g, p.cModelMagErr_g, p.cModelMag_r, p.cModelMagErr_r, p.cModelMag_i, p.cModelMagErr_i, p.cModelMag_z, p.cModelMagErr_z from Galaxy p join dbo.fGetNearbyObjEq (#, #, #) r on p.ObjID = r.ObjID"
2019-01-12 20:16:00,42
2019-01-12 20:17:00,30
2019-01-12 20:18:00,29
2019-01-12 20:19:00,29
2019-01-12 20:20:00,46
2019-01-12 20:21:00,47
2019-01-12 20:22:00,53
2019-01-12 20:23:00,53
2019-01-12 20:24:00,53
2019-01-12 20:25:00,40
2019-01-12 20:26:00,42
2019-01-12 20:27:00,40
2019-01-12 20:28:00,46
2019-01-12 20:29:00,48
2019-01-12 20:30:00,55
2019-01-12 20:31:00,54
2019-01-12 20:32:00,47
2019-01-12 20:33:00,45
2019-01-12 20:34:00,50
2019-01-12 20:35:00,52
2019-01-12 20:36:00,51
2019-01-12 20:37:00,47
2019-01-12 20:38:00,46
2019-01-12 20:39:00,44
2019-01-12 20:40:00,35
2019-01-12 20:41:00,36
2019-01-12 20:42:00,34
2019-01-12 20:43:00,40
2019-01-12 20:44:00,55
2019-01-12 20:45:00,54
2019-01-12 20:46:00,50
2019-01-12 20:47:00,50
2019-01-12 20:48:00,14
2019-01-12 20:49:00,11
2019-01-12 20:50:00,12
2019-01-12 20:51:00,11
2019-01-12 20:52:00,12
2019-01-12 20:53:00,10
2019-01-12 20:54:00,11
2019-01-12 20:55:00,12
2019-01-12 20:56:00,11
2019-01-12 20:57:00,11
2019-01-12 20:58:00,11
2019-01-12 20:59:00,31
2019-01-12 21:00:00,40
2019-01-12 21:01:00,44
2019-01-12 21:02:00,46
2019-01-12 21:03:00,45
2019-01-12 21:04:00,50
2019-01-12 21:05:00,47
2019-01-12 21:06:00,46
2019-01-12 21:07:00,44
2019-01-12 21:08:00,43
2019-01-12 21:09:00,44
2019-01-12 21:10:00,46
2019-01-12 21:11:00,45
2019-01-12 21:12:00,51
2019-01-12 21:13:00,52
2019-01-12 21:14:00,51
2019-01-12 21:15:00,53
2019-01-12 21:16:00,54
2019-01-12 21:17:00,53
2019-01-12 21:18:00,54
2019-01-12 21:19:00,54
2019-01-12 21:20:00,57
2019-01-12 21:21:00,55
2019-01-12 21:22:00,56
2019-01-12 21:23:00,50
2019-01-12 21:24:00,42
2019-01-12 21:25:00,42
2019-01-12 21:26:00,40
2019-01-12 21:27:00,18
2019-01-12 21:28:00,13
2019-01-12 21:29:00,13
2019-01-12 21:30:00,13
2019-01-12 21:31:00,15
2019-01-12 21:32:00,12
2019-01-12 21:33:00,12
2019-01-12 21:34:00,13
2019-01-12 21:35:00,22
2019-01-12 21:36:00,19
2019-01-12 21:37:00,17
2019-01-12 21:38:00,18
2019-01-12 21:39:00,20
2019-01-12 21:40:00,19
2019-01-12 21:41:00,34
2019-01-12 21:42:00,57
2019-01-12 21:43:00,53
2019-01-12 21:44:00,45
2019-01-12 21:45:00,44
2019-01-12 21:46:00,55
2019-01-12 21:47:00,53
2019-01-12 21:48:00,22
2019-01-12 21:49:00,13
2019-01-12 21:50:00,12
2019-01-12 21:51:00,11
2019-01-12 21:52:00,10
2019-01-12 21:53:00,12
2019-01-12 21:54:00,10
2019-01-12 21:55:00,13
2019-01-12 21:56:00,11
2019-01-12 21:57:00,10
2019-01-12 21:58:00,11
2019-01-12 21:59:00,17
2019-01-12 22:00:00,21
2019-01-12 22:01:00,22
2019-01-12 22:02:00,23
2019-01-12 22:03:00,22
2019-01-12 22:04:00,30
2019-01-12 22:05:00,52
2019-01-12 22:06:00,32
2019-01-12 22:07:00,15
2019-01-12 22:08:00,14
2019-01-12 22:09:00,13
2019-01-12 22:10:00,13
2019-01-12 22:11:00,14
2019-01-12 22:12:00,14
2019-01-12 22:13:00,17
2019-01-12 22:14:00,16
2019-01-12 22:15:00,17
2019-01-12 22:16:00,14
2019-01-12 22:17:00,14
2019-01-12 22:18:00,14
2019-01-12 22:19:00,13
2019-01-12 22:20:00,18
2019-01-12 22:21:00,15
2019-01-12 22:22:00,22
2019-01-12 22:23:00,33
2019-01-12 22:24:00,34
2019-01-12 22:25:00,32
2019-01-12 22:26:00,34
2019-01-12 22:27:00,33
2019-01-12 22:28:00,34
2019-01-12 22:29:00,33
2019-01-12 22:30:00,26
2019-01-12 22:31:00,27
2019-01-12 22:32:00,28
2019-01-12 22:33:00,24
2019-01-12 22:34:00,43
2019-01-12 22:35:00,55
2019-01-12 22:36:00,51
2019-01-12 22:37:00,48
2019-01-12 22:38:00,47
2019-01-12 22:39:00,42
2019-01-12 22:40:00,37
2019-01-12 22:41:00,37
2019-01-12 22:42:00,52
2019-01-12 22:43:00,65
2019-01-12 22:44:00,52
2019-01-12 22:45:00,44
2019-01-12 22:46:00,45
2019-01-12 22:47:00,39
2019-01-12 22:48:00,34
2019-01-12 22:49:00,36
2019-01-12 22:50:00,40
2019-01-12 22:51:00,45
2019-01-12 22:52:00,47
2019-01-12 22:53:00,41
2019-01-12 22:54:00,30
2019-01-12 22:55:00,31
2019-01-12 22:56:00,30
2019-01-12 22:57:00,41
2019-01-12 22:58:00,41
2019-01-12 22:59:00,44
2019-01-12 23:00:00,48
2019-01-12 23:01:00,48
2019-01-12 23:02:00,46
2019-01-12 23:03:00,55
2019-01-12 23:04:00,54
2019-01-12 23:05:00,41
2019-01-12 23:06:00,13
2019-01-12 23:07:00,20
2019-01-12 23:08:00,20
2019-01-12 23:09:00,20
2019-01-12 23:10:00,20
2019-01-12 23:11:00,27
2019-01-12 23:12:00,36
2019-01-12 23:13:00,40
2019-01-12 23:14:00,34
2019-01-12 23:15:00,46
2019-01-12 23:16:00,48
2019-01-12 23:17:00,53
2019-01-12 23:18:00,58
2019-01-12 23:19:00,31
2019-01-12 23:20:00,31
2019-01-12 23:21:00,32
2019-01-12 23:22:00,32
2019-01-12 23:23:00,29
2019-01-12 23:24:00,31
2019-01-12 23:25:00,29
2019-01-12 23:26:00,28
2019-01-12 23:27:00,45
2019-01-12 23:28:00,50
2019-01-12 23:29:00,50
2019-01-12 23:30:00,45
2019-01-12 23:31:00,45
2019-01-12 23:32:00,28
2019-01-12 23:33:00,24
2019-01-12 23:34:00,22
2019-01-12 23:35:00,22
2019-01-12 23:36:00,25
2019-01-12 23:37:00,47
2019-01-12 23:38:00,54
2019-01-12 23:39:00,49
2019-01-12 23:40:00,45
2019-01-12 23:41:00,49
2019-01-12 23:42:00,52
2019-01-12 23:43:00,49
2019-01-12 23:44:00,39
2019-01-12 23:45:00,36
2019-01-12 23:46:00,39
2019-01-12 23:47:00,42
2019-01-12 23:48:00,53
2019-01-12 23:49:00,50
2019-01-12 23:50:00,31
2019-01-12 23:51:00,30
2019-01-12 23:52:00,33
2019-01-12 23:53:00,41
2019-01-12 23:54:00,47
2019-01-12 23:55:00,41
2019-01-12 23:56:00,47
2019-01-12 23:57:00,52
2019-01-12 23:58:00,53
2019-01-12 23:59:00,30
2019-01-13 00:00:00,18
2019-01-13 00:01:00,14
2019-01-13 00:02:00,15
2019-01-13 00:03:00,17
2019-01-13 00:04:00,15
2019-01-13 00:05:00,16
2019-01-13 00:06:00,15
2019-01-13 00:07:00,16
2019-01-13 00:08:00,40
2019-01-13 00:09:00,38
2019-01-13 00:10:00,37
2019-01-13 00:11:00,37
2019-01-13 00:12:00,41
2019-01-13 00:13:00,41
2019-01-13 00:14:00,54
2019-01-13 00:15:00,53
2019-01-13 00:16:00,51
2019-01-13 00:17:00,49
2019-01-13 00:18:00,46
2019-01-13 00:19:00,45
2019-01-13 00:20:00,41
2019-01-13 00:21:00,41
2019-01-13 00:22:00,47
2019-01-13 00:23:00,44
2019-01-13 00:24:00,45
2019-01-13 00:25:00,43
2019-01-13 00:26:00,38
2019-01-13 00:27:00,45
2019-01-13 00:28:00,61
2019-01-13 00:29:00,58
2019-01-13 00:30:00,39
2019-01-13 00:31:00,38
2019-01-13 00:32:00,38
2019-01-13 00:33:00,51
2019-01-13 00:34:00,55
2019-01-13 00:35:00,41
2019-01-13 00:36:00,38
2019-01-13 00:37:00,36
2019-01-13 00:38:00,39
2019-01-13 00:39:00,38
2019-01-13 00:40:00,37
2019-01-13 00:41:00,39
2019-01-13 00:42:00,48
2019-01-13 00:43:00,46
2019-01-13 00:44:00,50
2019-01-13 00:45:00,55
2019-01-13 00:46:00,50
2019-01-13 00:47:00,52
2019-01-13 00:48:00,53
2019-01-13 00:49:00,42
2019-01-13 00:50:00,34
2019-01-13 00:51:00,33
2019-01-13 00:52:00,35
2019-01-13 00:53:00,52
2019-01-13 00:54:00,51
2019-01-13 00:55:00,48
2019-01-13 00:56:00,44
2019-01-13 00:57:00,45
2019-01-13 00:58:00,51
2019-01-13 00:59:00,50
2019-01-13 01:00:00,52
2019-01-13 01:01:00,52
2019-01-13 01:02:00,51
2019-01-13 01:03:00,41
2019-01-13 01:04:00,40
2019-01-13 01:05:00,33
2019-01-13 01:06:00,44
2019-01-13 01:07:00,40
2019-01-13 01:08:00,42
2019-01-13 01:09:00,47
2019-01-13 01:10:00,48
2019-01-13 01:11:00,50
2019-01-13 01:12:00,50
2019-01-13 01:13:00,48
2019-01-13 01:14:00,52
2019-01-13 01:15:00,53
2019-01-13 01:16:00,55
2019-01-13 01:17:00,55
2019-01-13 01:18:00,52
2019-01-13 01:19:00,47
2019-01-13 01:20:00,48
2019-01-13 01:21:00,44
2019-01-13 01:22:00,15
2019-01-13 01:23:00,14
2019-01-13 01:24:00,14
2019-01-13 01:25:00,16
2019-01-13 01:26:00,15
2019-01-13 01:27:00,15
2019-01-13 01:28:00,16
2019-01-13 01:29:00,15
2019-01-13 01:30:00,14
2019-01-13 01:31:00,46
2019-01-13 01:32:00,52
2019-01-13 01:33:00,49
2019-01-13 01:34:00,50
2019-01-13 01:35:00,47
2019-01-13 01:36:00,48
2019-01-13 01:37:00,49
2019-01-13 01:38:00,48
2019-01-13 01:39:00,51
2019-01-13 01:40:00,49
2019-01-13 01:41:00,39
2019-01-13 01:42:00,35
2019-01-13 01:43:00,40
2019-01-13 01:44:00,23
2019-01-13 01:45:00,15
2019-01-13 01:46:00,14
2019-01-13 01:47:00,14
2019-01-13 01:48:00,14
2019-01-13 01:49:00,14
2019-01-13 01:50:00,14
2019-01-13 01:51:00,14
2019-01-13 01:52:00,33
2019-01-13 01:53:00,52
2019-01-13 01:54:00,51
2019-01-13 01:55:00,52
2019-01-13 01:56:00,52
2019-01-13 01:57:00,46
2019-01-13 01:58:00,35
2019-01-13 01:59:00,34
2019-01-13 02:00:00,43
2019-01-13 02:01:00,46
2019-01-13 02:02:00,45
2019-01-13 02:03:00,47
2019-01-13 02:04:00,43
2019-01-13 02:05:00,45
2019-01-13 02:06:00,49
2019-01-13 02:07:00,51
2019-01-13 02:08:00,45
2019-01-13 02:09:00,41
2019-01-13 02:10:00,38
2019-01-13 02:11:00,45
2019-01-13 02:12:00,51
2019-01-13 02:13:00,49
2019-01-13 02:14:00,43
2019-01-13 02:15:00,41
2019-01-13 02:16:00,46
2019-01-13 02:17:00,49
2019-01-13 02:18:00,50
2019-01-13 02:19:00,52
2019-01-13 02:20:00,52
2019-01-13 02:21:00,46
2019-01-13 02:22:00,45
2019-01-13 02:23:00,45
2019-01-13 02:24:00,53
2019-01-13 02:25:00,53
2019-01-13 02:26:00,55
2019-01-13 02:27:00,51
2019-01-13 02:28:00,47
2019-01-13 02:29:00,46
2019-01-13 02:30:00,47
2019-01-13 02:31:00,29
2019-01-13 02:32:00,28
2019-01-13 02:33:00,26
2019-01-13 02:34:00,41
2019-01-13 02:35:00,53
2019-01-13 02:36:00,50
2019-01-13 02:37:00,26
2019-01-13 02:38:00,28
2019-01-13 02:39:00,26
2019-01-13 02:40:00,26
2019-01-13 02:41:00,34
2019-01-13 02:42:00,39
2019-01-13 02:43:00,39
2019-01-13 02:44:00,46
2019-01-13 02:45:00,49
2019-01-13 02:46:00,50
2019-01-13 02:47:00,30
2019-01-13 02:48:00,29
2019-01-13 02:49:00,28
2019-01-13 02:50:00,30
2019-01-13 02:51:00,39
2019-01-13 02:52:00,54
2019-01-13 02:53:00,46
2019-01-13 02:54:00,46
2019-01-13 02:55:00,49
2019-01-13 02:56:00,47
2019-01-13 02:57:00,42
2019-01-13 02:58:00,40
2019-01-13 02:59:00,48
2019-01-13 03:00:00,50
2019-01-13 03:01:00,51
2019-01-13 03:02:00,51
2019-01-13 03:03:00,54
2019-01-13 03:04:00,52
2019-01-13 03:05:00,52
2019-01-13 03:06:00,52
2019-01-13 03:07:00,52
2019-01-13 03:08:00,52
2019-01-13 03:09:00,43
2019-01-13 03:10:00,44
2019-01-13 03:11:00,48
2019-01-13 03:12:00,51
2019-01-13 03:13:00,50
2019-01-13 03:14:00,50
2019-01-13 03:15:00,47
2019-01-13 03:16:00,49
2019-01-13 03:17:00,41
2019-01-13 03:18:00,38
2019-01-13 03:19:00,39
2019-01-13 03:20:00,45
2019-01-13 03:21:00,52
2019-01-13 03:22:00,48
2019-01-13 03:23:00,52
2019-01-13 03:24:00,51
2019-01-13 03:25:00,47
2019-01-13 03:26:00,48
2019-01-13 03:27:00,48
2019-01-13 03:28:00,48
2019-01-13 03:29:00,47
2019-01-13 03:30:00,48
2019-01-13 03:31:00,47
2019-01-13 03:32:00,42
2019-01-13 03:33:00,44
2019-01-13 03:34:00,52
2019-01-13 03:35:00,51
2019-01-13 03:36:00,52
2019-01-13 03:37:00,53
2019-01-13 03:38:00,52
2019-01-13 03:39:00,54
2019-01-13 03:40:00,53
2019-01-13 03:41:00,50
2019-01-13 03:42:00,49
2019-01-13 03:43:00,46
2019-01-13 03:44:00,44
2019-01-13 03:45:00,46
2019-01-13 03:46:00,50
2019-01-13 03:47:00,46
2019-01-13 03:48:00,47
2019-01-13 03:49:00,57
2019-01-13 03:50:00,59
2019-01-13 03:51:00,39
2019-01-13 03:52:00,37
2019-01-13 03:53:00,37
2019-01-13 03:54:00,37
2019-01-13 03:55:00,37
2019-01-13 03:56:00,35
2019-01-13 03:57:00,36
2019-01-13 03:58:00,37
2019-01-13 03:59:00,38
2019-01-13 04:00:00,38
2019-01-13 04:01:00,40
2019-01-13 04:02:00,45
2019-01-13 04:03:00,46
2019-01-13 04:04:00,50
2019-01-13 04:05:00,51
2019-01-13 04:06:00,49
2019-01-13 04:07:00,43
2019-01-13 04:08:00,43
2019-01-13 04:09:00,42
2019-01-13 04:10:00,52
2019-01-13 04:11:00,51
2019-01-13 04:12:00,41
2019-01-13 04:13:00,42
2019-01-13 04:14:00,40
2019-01-13 04:15:00,41
2019-01-13 04:16:00,39
2019-01-13 04:17:00,38
2019-01-13 04:18:00,41
2019-01-13 04:19:00,41
2019-01-13 04:20:00,41
2019-01-13 04:21:00,42
2019-01-13 04:22:00,47
2019-01-13 04:23:00,46
2019-01-13 04:24:00,50
2019-01-13 04:25:00,52
2019-01-13 04:26:00,51
2019-01-13 04:27:00,50
2019-01-13 04:28:00,51
2019-01-13 04:29:00,50
2019-01-13 04:30:00,51
2019-01-13 04:31:00,47
2019-01-13 04:32:00,44
2019-01-13 04:33:00,41
2019-01-13 04:34:00,48
2019-01-13 04:35:00,50
2019-01-13 04:36:00,52
2019-01-13 04:37:00,40
2019-01-13 04:38:00,44
2019-01-13 04:39:00,40
2019-01-13 04:40:00,52
2019-01-13 04:41:00,49
2019-01-13 04:42:00,52
2019-01-13 04:43:00,51
2019-01-13 04:44:00,50
2019-01-13 04:45:00,52
2019-01-13 04:46:00,49
2019-01-13 04:47:00,48
2019-01-13 04:48:00,39
2019-01-13 04:49:00,40
2019-01-13 04:50:00,41
2019-01-13 04:51:00,39
2019-01-13 04:52:00,36
2019-01-13 04:53:00,36
2019-01-13 04:54:00,29
2019-01-13 04:55:00,25
2019-01-13 04:56:00,23
2019-01-13 04:57:00,23
2019-01-13 04:58:00,22
2019-01-13 04:59:00,23
2019-01-13 05:00:00,47
2019-01-13 05:01:00,49
2019-01-13 05:02:00,47
2019-01-13 05:03:00,49
2019-01-13 05:04:00,51
2019-01-13 05:05:00,49
2019-01-13 05:06:00,43
2019-01-13 05:07:00,41
2019-01-13 05:08:00,44
2019-01-13 05:09:00,35
2019-01-13 05:10:00,35
2019-01-13 05:11:00,33
2019-01-13 05:12:00,39
2019-01-13 05:13:00,41
2019-01-13 05:14:00,43
2019-01-13 05:15:00,50
2019-01-13 05:16:00,51
2019-01-13 05:17:00,54
2019-01-13 05:18:00,49
2019-01-13 05:19:00,47
2019-01-13 05:20:00,42
2019-01-13 05:21:00,23
2019-01-13 05:22:00,24
2019-01-13 05:23:00,22
2019-01-13 05:24:00,27
2019-01-13 05:25:00,24
2019-01-13 05:26:00,45
2019-01-13 05:27:00,48
2019-01-13 05:28:00,50
2019-01-13 05:29:00,51
2019-01-13 05:30:00,50
2019-01-13 05:31:00,49
2019-01-13 05:32:00,47
2019-01-13 05:33:00,49
2019-01-13 05:34:00,33
2019-01-13 05:35:00,26
2019-01-13 05:36:00,25
2019-01-13 05:37:00,26
2019-01-13 05:38:00,28
2019-01-13 05:39:00,32
2019-01-13 05:40:00,39
2019-01-13 05:41:00,37
2019-01-13 05:42:00,37
2019-01-13 05:43:00,40
2019-01-13 05:44:00,38
2019-01-13 05:45:00,26
2019-01-13 05:46:00,39
2019-01-13 05:47:00,37
2019-01-13 05:48:00,38
2019-01-13 05:49:00,50
2019-01-13 05:50:00,52
2019-01-13 05:51:00,49
2019-01-13 05:52:00,46
2019-01-13 05:53:00,41
2019-01-13 05:54:00,37
2019-01-13 05:55:00,32
2019-01-13 05:56:00,36
2019-01-13 05:57:00,27
2019-01-13 05:58:00,20
2019-01-13 05:59:00,21
2019-01-13 06:00:00,20
2019-01-13 06:01:00,17
2019-01-13 06:02:00,19
2019-01-13 06:03:00,28
2019-01-13 06:04:00,52
2019-01-13 06:05:00,34
2019-01-13 06:06:00,40
2019-01-13 06:07:00,36
2019-01-13 06:08:00,38
2019-01-13 06:09:00,24
2019-01-13 06:10:00,12
2019-01-13 06:11:00,13
2019-01-13 06:12:00,14
2019-01-13 06:13:00,15
2019-01-13 06:14:00,13
2019-01-13 06:15:00,15
2019-01-13 06:16:00,15
2019-01-13 06:17:00,15
2019-01-13 06:18:00,20
2019-01-13 06:19:00,36
2019-01-13 06:20:00,37
2019-01-13 06:21:00,35
2019-01-13 06:22:00,35
2019-01-13 06:23:00,33
2019-01-13 06:24:00,33
2019-01-13 06:25:00,32
2019-01-13 06:26:00,43
2019-01-13 06:27:00,50
2019-01-13 06:28:00,50
2019-01-13 06:29:00,51
2019-01-13 06:30:00,49
2019-01-13 06:31:00,52
2019-01-13 06:32:00,52
2019-01-13 06:33:00,50
2019-01-13 06:34:00,47
2019-01-13 06:35:00,45
2019-01-13 06:36:00,50
2019-01-13 06:37:00,49
2019-01-13 06:38:00,52
2019-01-13 06:39:00,49
2019-01-13 06:40:00,49
2019-01-13 06:41:00,51
2019-01-13 06:42:00,49
2019-01-13 06:43:00,49
2019-01-13 06:44:00,41
2019-01-13 06:45:00,39
2019-01-13 06:46:00,40
2019-01-13 06:47:00,47
2019-01-13 06:48:00,52
2019-01-13 06:49:00,51
2019-01-13 06:50:00,46
2019-01-13 06:51:00,46
2019-01-13 06:52:00,25
2019-01-13 06:53:00,25
2019-01-13 06:54:00,22
2019-01-13 06:55:00,23
2019-01-13 06:56:00,25
2019-01-13 06:57:00,53
2019-01-13 06:58:00,55
2019-01-13 06:59:00,49
2019-01-13 07:00:00,46
2019-01-13 07:01:00,47
2019-01-13 07:02:00,52
2019-01-13 07:03:00,50
2019-01-13 07:04:00,50
2019-01-13 07:05:00,25
2019-01-13 07:06:00,43
2019-01-13 07:07:00,44
2019-01-13 07:08:00,18
2019-01-13 07:09:00,13
2019-01-13 07:10:00,15
2019-01-13 07:11:00,13
2019-01-13 07:12:00,15
2019-01-13 07:13:00,15
2019-01-13 07:14:00,16
2019-01-13 07:15:00,14
2019-01-13 07:16:00,14
2019-01-13 07:17:00,14
2019-01-13 07:18:00,43
2019-01-13 07:19:00,52
2019-01-13 07:20:00,50
2019-01-13 07:21:00,51
2019-01-13 07:22:00,49
2019-01-13 07:23:00,30
2019-01-13 07:24:00,16
2019-01-13 07:25:00,12
2019-01-13 07:26:00,13
2019-01-13 07:27:00,13
2019-01-13 07:28:00,14
2019-01-13 07:29:00,12
2019-01-13 07:30:00,15
2019-01-13 07:31:00,36
2019-01-13 07:32:00,50
2019-01-13 07:33:00,49
2019-01-13 07:34:00,44
2019-01-13 07:35:00,43
2019-01-13 07:36:00,44
2019-01-13 07:37:00,49
2019-01-13 07:38:00,50
2019-01-13 07:39:00,51
2019-01-13 07:40:00,51
2019-01-13 07:41:00,43
2019-01-13 07:42:00,22
2019-01-13 07:43:00,22
2019-01-13 07:44:00,24
2019-01-13 07:45:00,24
2019-01-13 07:46:00,22
2019-01-13 07:47:00,36
2019-01-13 07:48:00,32
2019-01-13 07:49:00,31
2019-01-13 07:50:00,35
2019-01-13 07:51:00,36
2019-01-13 07:52:00,37
2019-01-13 07:53:00,43
2019-01-13 07:54:00,52
2019-01-13 07:55:00,50
2019-01-13 07:56:00,48
2019-01-13 07:57:00,46
2019-01-13 07:58:00,43
2019-01-13 07:59:00,35
2019-01-13 08:00:00,37
2019-01-13 08:01:00,43
2019-01-13 08:02:00,48
2019-01-13 08:03:00,35
2019-01-13 08:04:00,17
2019-01-13 08:05:00,14
2019-01-13 08:06:00,22
2019-01-13 08:07:00,19
2019-01-13 08:08:00,21
2019-01-13 08:09:00,28
2019-01-13 08:10:00,51
2019-01-13 08:11:00,50
2019-01-13 08:12:00,52
2019-01-13 08:13:00,53
2019-01-13 08:14:00,52
2019-01-13 08:15:00,50
2019-01-13 08:16:00,49
2019-01-13 08:17:00,50
2019-01-13 08:18:00,43
2019-01-13 08:19:00,43
2019-01-13 08:20:00,45
2019-01-13 08:21:00,48
2019-01-13 08:22:00,49
2019-01-13 08:23:00,50
2019-01-13 08:24:00,52
2019-01-13 08:25:00,49
2019-01-13 08:26:00,51
2019-01-13 08:27:00,51
2019-01-13 08:28:00,42
2019-01-13 08:29:00,38
2019-01-13 08:30:00,37
2019-01-13 08:31:00,46
2019-01-13 08:32:00,48
2019-01-13 08:33:00,48
2019-01-13 08:34:00,49
2019-01-13 08:35:00,48
2019-01-13 08:36:00,53
2019-01-13 08:37:00,48
2019-01-13 08:38:00,49
2019-01-13 08:39:00,40
2019-01-13 08:40:00,41
2019-01-13 08:41:00,40
2019-01-13 08:42:00,51
2019-01-13 08:43:00,50
2019-01-13 08:44:00,46
2019-01-13 08:45:00,43
2019-01-13 08:46:00,43
2019-01-13 08:47:00,49
2019-01-13 08:48:00,51
2019-01-13 08:49:00,49
2019-01-13 08:50:00,46
2019-01-13 08:51:00,49
2019-01-13 08:52:00,48
2019-01-13 08:53:00,46
2019-01-13 08:54:00,48
2019-01-13 08:55:00,45
2019-01-13 08:56:00,44
2019-01-13 08:57:00,42
2019-01-13 08:58:00,48
2019-01-13 08:59:00,46
2019-01-13 09:00:00,48
2019-01-13 09:01:00,46
2019-01-13 09:02:00,48
2019-01-13 09:03:00,46
2019-01-13 09:04:00,33
2019-01-13 09:05:00,32
2019-01-13 09:06:00,32
2019-01-13 09:07:00,25
2019-01-13 09:08:00,16
2019-01-13 09:09:00,16
2019-01-13 09:10:00,14
2019-01-13 09:11:00,13
2019-01-13 09:12:00,16
2019-01-13 09:13:00,15
2019-01-13 09:14:00,14
2019-01-13 09:15:00,33
2019-01-13 09:16:00,46
2019-01-13 09:17:00,44
2019-01-13 09:18:00,46
2019-01-13 09:19:00,51
2019-01-13 09:20:00,50
2019-01-13 09:21:00,49
2019-01-13 09:22:00,46
2019-01-13 09:23:00,46
2019-01-13 09:24:00,45
2019-01-13 09:25:00,45
2019-01-13 09:26:00,34
2019-01-13 09:27:00,22
2019-01-13 09:28:00,26
2019-01-13 09:29:00,22
2019-01-13 09:30:00,28
2019-01-13 09:31:00,44
2019-01-13 09:32:00,46
2019-01-13 09:33:00,46
2019-01-13 09:34:00,46
2019-01-13 09:35:00,48
2019-01-13 09:36:00,39
2019-01-13 09:37:00,38
2019-01-13 09:38:00,37
2019-01-13 09:39:00,33
2019-01-13 09:40:00,34
2019-01-13 09:41:00,31
2019-01-13 09:42:00,39
2019-01-13 09:43:00,38
2019-01-13 09:44:00,36
2019-01-13 09:45:00,47
2019-01-13 09:46:00,50
2019-01-13 09:47:00,49
2019-01-13 09:48:00,31
2019-01-13 09:49:00,34
2019-01-13 09:50:00,31
2019-01-13 09:51:00,32
2019-01-13 09:52:00,36
2019-01-13 09:53:00,41
2019-01-13 09:54:00,37
2019-01-13 09:55:00,45
2019-01-13 09:56:00,50
2019-01-13 09:57:00,46
2019-01-13 09:58:00,48
2019-01-13 09:59:00,47
2019-01-13 10:00:00,38
2019-01-13 10:01:00,26
2019-01-13 10:02:00,25
2019-01-13 10:03:00,26
2019-01-13 10:04:00,30
2019-01-13 10:05:00,49
2019-01-13 10:06:00,49
2019-01-13 10:07:00,49
2019-01-13 10:08:00,47
2019-01-13 10:09:00,48
2019-01-13 10:10:00,44
2019-01-13 10:11:00,43
2019-01-13 10:12:00,41
2019-01-13 10:13:00,38
2019-01-13 10:14:00,39
2019-01-13 10:15:00,44
2019-01-13 10:16:00,48
2019-01-13 10:17:00,49
2019-01-13 10:18:00,43
2019-01-13 10:19:00,44
2019-01-13 10:20:00,48
2019-01-13 10:21:00,51
2019-01-13 10:22:00,49
2019-01-13 10:23:00,34
2019-01-13 10:24:00,33
2019-01-13 10:25:00,33
2019-01-13 10:26:00,40
2019-01-13 10:27:00,42
2019-01-13 10:28:00,41
2019-01-13 10:29:00,47
2019-01-13 10:30:00,48
2019-01-13 10:31:00,45
2019-01-13 10:32:00,43
2019-01-13 10:33:00,43
2019-01-13 10:34:00,46
2019-01-13 10:35:00,41
2019-01-13 10:36:00,45
2019-01-13 10:37:00,33
2019-01-13 10:38:00,13
2019-01-13 10:39:00,29
2019-01-13 10:40:00,37
2019-01-13 10:41:00,44
2019-01-13 10:42:00,47
2019-01-13 10:43:00,47
2019-01-13 10:44:00,38
2019-01-13 10:45:00,34
2019-01-13 10:46:00,38
2019-01-13 10:47:00,41
2019-01-13 10:48:00,45
2019-01-13 10:49:00,44
2019-01-13 10:50:00,45
2019-01-13 10:51:00,46
2019-01-13 10:52:00,46
2019-01-13 10:53:00,45
2019-01-13 10:54:00,42
2019-01-13 10:55:00,44
2019-01-13 10:56:00,44
2019-01-13 10:57:00,48
2019-01-13 10:58:00,50
2019-01-13 10:59:00,38
2019-01-13 11:00:00,33
2019-01-13 11:01:00,35
2019-01-13 11:02:00,38
2019-01-13 11:03:00,38
2019-01-13 11:04:00,38
2019-01-13 11:05:00,40
2019-01-13 11:06:00,39
2019-01-13 11:07:00,37
2019-01-13 11:08:00,37
2019-01-13 11:09:00,40
2019-01-13 11:10:00,38
2019-01-13 11:11:00,37
2019-01-13 11:12:00,38
2019-01-13 11:13:00,47
2019-01-13 11:14:00,46
2019-01-13 11:15:00,47
2019-01-13 11:16:00,43
2019-01-13 11:17:00,44
2019-01-13 11:18:00,46
2019-01-13 11:19:00,47
2019-01-13 11:20:00,43
2019-01-13 11:21:00,18
2019-01-13 11:22:00,16
2019-01-13 11:23:00,15
2019-01-13 11:24:00,13
2019-01-13 11:25:00,16
2019-01-13 11:26:00,15
2019-01-13 11:27:00,16
2019-01-13 11:28:00,16
2019-01-13 11:29:00,33
2019-01-13 11:30:00,47
2019-01-13 11:31:00,46
2019-01-13 11:32:00,45
2019-01-13 11:33:00,50
2019-01-13 11:34:00,46
