2,"SELECT u.up_name as name, p.objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoTypeN (p.type) as type, p.tai_r, p.thingid, p.seeing_r, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, p.modelMagErr_u, p.modelMagErr_g, p.modelmagErr_r, p.modelMagErr_i, p.modelMagErr_z FROM #upload u JOIN #x x ON x.up_id = u.up_id JOIN PhotoObjAll p ON p.objID = x.objID ORDER BY x.up_id ##', @log = #, @filter = #"
2019-01-03 05:28:00,1
2019-01-03 05:30:00,1
