18,"SELECT TOP # p.u, s.z as redshift FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.u BETWEEN # AND # AND s.z BETWEEN .# AND .# AND s.class = #"
2019-07-27 15:58:00,1
2019-07-27 16:00:00,3
2019-07-27 16:02:00,2
2019-07-27 16:03:00,1
2019-07-27 16:04:00,1
2019-07-27 16:05:00,1
2019-07-27 16:06:00,2
2019-07-27 16:08:00,1
2019-07-27 16:09:00,1
2019-07-27 16:18:00,1
2019-07-27 16:19:00,1
2019-07-27 16:22:00,1
2019-07-28 12:36:00,1
2019-07-28 12:42:00,1
