8,"SELECT TOP # p.petroMag_u, p.petroMag_g, p.petroMag_r, p.petroMag_i, p.petroMag_z, p.petroMagErr_u, p.petroMagErr_g, p.petroMagErr_r, p.petroMagErr_i, p.petroMagErr_z, p.extinction_g, p.extinction_i, p.extinction_r, p.petroR5#_r, p.petroR9#_r, IS# (s.z, #) as redshift, IS# (s.zErr, #) as redshiftErr FROM ..PhotoObj AS p LEFT OUTER JOIN ..SpecObj s ON p.objID = s.bestObjID JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = P.objID WHERE p.petroMag_r > # AND p.petroMag_r < # AND (p.type = #)"
2019-04-08 21:45:00,1
2019-04-08 21:51:00,1
2019-04-08 22:02:00,1
2019-04-08 22:04:00,1
2019-04-08 22:06:00,1
2019-04-08 22:11:00,2
2019-04-08 22:19:00,1
