2,"SELECT TOP # specObjID, z, plate, mjd, fiberID into mydb.MyTable_# from SpecObjAll WHERE z > # and z < # and # > = CAST (CHECKSUM (NEWID () , specObjID) & # AS float) / CAST (# AS int)"
2019-04-29 10:31:00,1
2019-04-29 10:33:00,1
