11,"SELECT p.ra, p.dec, p.dered_u, p.dered_r, s.z FROM photoObj AS p JOIN specObj AS s ON p.objID = s.bestObjID WHERE s.class = # AND s.z between # and # AND s.zWarning = #"
2019-05-07 14:02:00,1
2019-05-07 14:03:00,1
2019-05-07 14:05:00,1
2019-05-07 16:35:00,1
2019-05-07 16:36:00,1
2019-05-07 16:37:00,1
2019-05-07 16:38:00,1
2019-05-07 16:39:00,1
2019-05-07 16:40:00,1
2019-05-07 16:42:00,1
2019-05-07 16:43:00,1
