3,"SELECT p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field FROM PhotoObj AS p WHERE p.objid = #"
2019-03-22 19:55:00,1
2019-05-19 09:02:00,1
2019-05-19 09:04:00,1
