15,"SELECT TOP # p.objId, p.ra, p.dec, s.z, p.g, p.r, p.g-p.r, err_g FROM galaxy AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE #< s.z AND s.z< # AND err_g/g < #"
2019-02-06 10:53:00,3
2019-02-06 10:57:00,2
2019-02-06 10:58:00,4
2019-02-06 10:59:00,2
2019-02-06 11:00:00,2
2019-02-06 11:02:00,1
2019-02-06 11:10:00,1
