4,"select sp.specObjID, sp.ra, sp.dec, sp.z, sp.zErr, sp.psfMag_u, sp.psfMag_r, sp.psfMag_z, po.petroRad_u, po.petroRad_r, po.petroRad_z, po.cx, po.cy, po.cz into MyTable_# from specPhoto as sp JOIN photoObj po ON sp.specObjID = po.objID where sp.class = #"
2019-04-08 08:51:00,2
2019-04-08 08:57:00,2
