10,"SELECT TOP # s.specObjID, s.ra, s.dec, s.mjd, p.taiBegin, p.taiEnd, s.fiberID, s.z FROM SpecObjAll AS s JOIN PlateX AS p ON s.plateID = p.plateID WHERE (s.class = #) AND s.z > #"
2019-03-26 21:04:00,1
2019-03-26 21:08:00,2
2019-03-26 21:09:00,4
2019-03-26 21:10:00,2
2019-03-26 21:47:00,1
