6,"SELECT p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field, s.specobjid, s.class, s.z as redshift, s.plate, s.mjd, s.fiberid FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.objid = #"
2019-03-20 21:21:00,1
2019-05-09 13:44:00,1
2019-05-11 03:08:00,1
2019-11-18 12:03:00,2
2019-11-18 12:05:00,1
