4,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class FROM ..SpecObj as s WHERE s.z > # AND s.zWarning = # AND (s.class = #) AND (s.boss_target1 & (dbo.fBossTarget1 (#) ) = #)"
2019-06-29 15:28:00,2
2019-06-29 15:29:00,2
