7,"SELECT TOP # g, r, ra, dec, flags_r FROM Star WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-08-23 09:05:00,1
2019-08-23 09:10:00,1
2019-08-23 13:44:00,1
2019-08-23 13:49:00,1
2019-08-23 13:55:00,1
2019-08-27 12:59:00,1
2019-08-27 14:38:00,1
