6,"select top # z, ra, dec, bestObjID from specObj where class = # AND z > # AND zWarning = # AND ra BETWEEN # and # AND dec BETWEEN # and #"
2019-08-10 13:53:00,1
2019-08-10 13:54:00,2
2019-08-10 13:56:00,1
2019-08-10 13:57:00,1
2019-08-10 14:00:00,1
