5,"SELECT p.objID, p.ra, p.dec, p.clean, p.flags, IS# (z.ObjID, #) as photoObjID, z.z as photoz, z.zErr as photozErr, IS# (s.specobjid, #) as specObjID, s.z as specz, s.zErr as speczErr, dbo.fPhotoFlagsN (p.flags) as note from Galaxy as p LEFT OUTER JOIN photoz as z ON z.ObjID = p.ObjID LEFT OUTER JOIN specObjAll as s ON s.bestObjID = p.ObjID WHERE p.ra < # and p.ra > # and p.dec < # and p.dec > # and sqrt (power (p.ra - #, #) + power (p.dec - #, #) ) < #e-#"
2019-01-27 18:18:00,2
2019-01-27 18:45:00,1
2019-01-27 18:57:00,1
2019-01-27 18:59:00,1
