29,"SELECT TOP # p.objid, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID AND p.u between # AND #"
2019-02-16 19:49:00,1
2019-02-17 12:00:00,1
2019-02-17 12:11:00,1
2019-02-22 17:06:00,1
2019-02-23 06:48:00,2
2019-10-09 17:04:00,1
2019-10-26 19:56:00,1
2019-10-26 20:38:00,1
2019-10-26 20:39:00,1
2019-11-19 18:33:00,1
2019-12-03 22:28:00,1
2019-12-03 22:29:00,1
2019-12-03 22:30:00,1
2019-12-03 22:52:00,1
2019-12-03 22:57:00,1
2019-12-03 23:00:00,1
2019-12-08 08:02:00,1
2019-12-08 20:47:00,1
2019-12-08 20:48:00,2
2019-12-08 20:49:00,2
2019-12-08 20:50:00,2
2019-12-08 20:51:00,2
2019-12-08 20:52:00,1
2019-12-08 20:55:00,1
