357,select top # z from SpecPhoto where ObjID IN ()
2019-05-31 19:22:00,1
2019-05-31 19:35:00,56
2019-05-31 19:36:00,84
2019-05-31 19:54:00,79
2019-05-31 19:55:00,34
2019-06-07 03:34:00,1
2019-06-07 03:36:00,27
2019-06-10 05:50:00,1
2019-06-10 05:51:00,1
2019-06-10 07:31:00,1
2019-06-10 07:49:00,7
2019-06-10 08:21:00,41
2019-06-10 08:22:00,23
2019-07-18 02:11:00,1
