3,"SELECT TOP # G.modelFluxIvar_u, G.modelFluxIvar_g, G.modelFluxIvar_r, G.modelFluxIvar_i, G.modelFluxIvar_z, GN.distance FROM dbo.fGetNearbyObjEq (#, #, #) AS GN JOIN Galaxy AS G ON GN.objID = G.objID JOIN PhotoTag AS pt ON pt.objID = G.objID JOIN Photoz AS pz ON GN.objID = pz.objID ORDER by distance"
2019-03-28 12:41:00,1
2019-03-28 13:00:00,1
2019-04-03 09:01:00,1
