17,"SELECT TOP # s.specObjID, s.ra, s.dec, p.ssfr, s.objID FROM SpecPhotoAll AS s JOIN stellarMassFSPSGranEarlyDust AS p ON s.specObjID = p.specObjID WHERE s.objID = #"
2019-04-29 01:29:00,2
2019-04-29 01:30:00,3
2019-04-29 01:31:00,2
2019-04-29 01:32:00,1
2019-04-29 01:33:00,2
2019-04-29 13:24:00,1
2019-04-29 13:25:00,3
2019-04-29 14:19:00,3
