12,select count (*) from DR9.PhotoObjAll p where
2019-07-08 10:05:00,2
2019-07-08 10:06:00,2
2019-07-08 10:07:00,2
2019-07-08 10:44:00,1
2019-07-09 08:02:00,1
2019-07-11 13:25:00,4
