2,"select top # s.objTypeName, s.objType, p.ra, p.dec, p.objID, s.z as redshift, p.g from BESTDR1..photoObj p, BESTDR1..SpecObj s WHERE s.objType IN () and p.specObjID = s.specObjID and p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # order by p.ra"
2019-06-27 18:46:00,1
2019-06-27 18:55:00,1
