2,"SELECT TOP # plateifu, mangaid, objra, objdec, mngtarg1, drp3qual, nsa_elpetro_mass FROM mangadrpall WHERE ( (mngtarg1 ! = # or mngtarg3 ! = #) and (drp3qual < #) and (ifudesignsize = #) and (nsa_z > #) and (nsa_elpetro_mass < #e1#) )"
2019-12-10 20:03:00,1
2019-12-11 10:57:00,1
