9,"SELECT dr7objid, ra, dec, p_el, (p_acw + p_cw) AS p_sp FROM zooSpec WHERE (p_el > #) OR (p_acw + p_cw) > # ORDER BY dr7objid ASC"
2019-03-13 16:49:00,1
2019-03-13 17:02:00,2
2019-03-13 17:05:00,1
2019-03-13 17:07:00,1
2019-03-13 17:08:00,1
2019-03-13 17:17:00,1
2019-03-13 17:28:00,1
2019-03-13 17:33:00,1
