3,"select o.*, g.objid, g.isoA_r into mydb.sdss_photdr1#X2_iso from mydb.objID_GSWLCX2 as o, Galaxy as g where g.objID = o.objid"
2019-09-01 19:29:00,2
2019-09-01 19:31:00,1
