8,SELECT * FROM Blanck_#
2019-12-09 09:29:00,1
2019-12-09 09:44:00,1
2019-12-09 10:00:00,2
2019-12-09 10:09:00,1
2019-12-10 03:19:00,1
2019-12-10 03:20:00,2
