17,"select ObjID, ra, dec, r from PhotoObjAll where ra BETWEEN # and # AND dec BETWEEN # and # AND type = # AND r < # AND # < r"
2019-04-19 17:46:00,1
2019-04-19 17:53:00,1
2019-04-19 17:59:00,1
2019-04-19 21:54:00,1
2019-04-19 22:23:00,1
2019-04-19 22:38:00,2
2019-04-19 22:53:00,3
2019-04-19 22:54:00,1
2019-04-19 22:56:00,2
2019-05-15 06:07:00,1
2019-06-04 22:56:00,1
2019-07-17 23:08:00,1
2019-07-19 21:26:00,1
