8,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj FROM ..PhotoObj AS p WHERE (p.i - p.z) < # AND (p.i - p.z) > # AND p.u > #"
2019-01-21 04:09:00,1
2019-02-05 14:53:00,1
2019-02-15 22:31:00,1
2019-03-16 22:52:00,1
2019-03-18 04:37:00,1
2019-04-23 18:39:00,1
2019-11-27 07:39:00,1
2019-12-30 22:43:00,1
