2,"SELECT TOP # G.objID, GN.z FROM Galaxy as G JOIN dbo.fGetNearbyObjEq (#., #, #) AS GN ON G.objID = GN.objID ORDER BY z"
2019-04-10 08:13:00,1
2019-04-10 08:18:00,1
