5,"SELECT TOP # dbo.fCosmoDl (s.z) AS Dl, p.petroMag_r AS petroMag, p.extinction_r AS extinction, s.z AS z, p.petroMag_r-#*log1# (dbo.fCosmoDl (s.z) )#-p.extinction_r AS AbsMag, ROW_NUMBER () OVER (ORDER BY s.z) AS RN, NTILE (#) OVER (ORDER BY s.z) AS GN FROM SpecObj AS s INNER JOIN PhotoObj AS p ON s.bestObjID = p.objID WHERE SpecClass = # AND s.z> # AND s.z< # AND p.petroMag_r> # AND p.petroMag_r< # AND p.petroMag_r-#*log1# (dbo.fCosmoDl (s.z) )#-extinction_r< # AND s.z< #) SELECT AbsMag, z, RN, GN FROM q"
2019-01-31 10:16:00,1
2019-01-31 10:23:00,1
2019-01-31 10:41:00,1
2019-01-31 10:51:00,1
2019-01-31 11:07:00,1
