11,"SELECT DISTINCT p.ra, p.dec, p.modelMag_g, p.clean FROM PhotoObjAll AS p WHERE ( (p.ra between # and #) and (p.dec between # and #) )"
2019-06-07 08:40:00,1
2019-06-07 08:41:00,1
2019-06-07 08:43:00,1
2019-06-07 09:02:00,1
2019-06-07 09:43:00,1
2019-06-07 09:53:00,1
2019-06-07 10:02:00,1
2019-06-07 11:20:00,1
2019-06-07 11:42:00,1
2019-06-07 11:49:00,1
2019-06-07 11:50:00,1
