19,"SELECT p.objId, p.ra, p.dec, p.petror9#_r, p.expAB_r, p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i, s.z, s.plate, s.mjd, s.fiberid, pz.absMagR as AMag FROM galaxy AS p JOIN SpecObj AS s ON s.bestobjid = p.objid JOIN Photoz as pz ON pz.objiD = p.objiD WHERE p.petror9#_r > # and p.ra between # and # and s.z between # and # and p.g < #"
2019-12-03 08:31:00,3
2019-12-03 08:33:00,1
2019-12-03 08:34:00,3
2019-12-03 08:35:00,2
2019-12-03 08:38:00,2
2019-12-03 08:39:00,1
2019-12-03 08:43:00,1
2019-12-03 08:44:00,1
2019-12-03 09:09:00,1
2019-12-03 09:10:00,2
2019-12-03 09:14:00,2
