31,select s.*
2019-03-12 05:14:00,1
2019-03-12 05:16:00,1
2019-03-12 05:17:00,2
2019-03-12 05:56:00,1
2019-04-17 07:02:00,1
2019-04-17 07:03:00,1
2019-04-17 07:27:00,4
2019-04-17 08:54:00,1
2019-04-17 09:23:00,2
2019-04-17 09:37:00,2
2019-04-17 09:41:00,1
2019-04-17 09:42:00,1
2019-04-17 09:58:00,2
2019-04-17 10:00:00,2
2019-04-17 10:08:00,2
2019-04-17 10:22:00,2
2019-04-17 10:25:00,1
2019-04-17 10:26:00,1
2019-07-12 13:42:00,3
