9,"select top # elodieFeH, elodieTEff, elodieObject, elodieSpType, elodieLogG, elodieBV from specObj where class = # AND elodieTEff > # AND elodieFeH > # AND elodieFeH < #"
2019-06-26 08:18:00,1
2019-06-26 08:20:00,1
2019-06-26 08:30:00,3
2019-06-26 08:32:00,1
2019-06-26 08:34:00,3
