11,"SELECT SUBSTRING (Composer, #, #) as initial FROM chinook.Track"
2019-04-24 04:14:00,2
2019-04-24 04:15:00,1
2019-04-24 04:16:00,2
2019-04-24 04:21:00,1
2019-04-24 04:26:00,1
2019-04-24 04:27:00,4
